seq,HOTA(0),LocA(0),HOTALocA(0),HOTA___5,HOTA___10,HOTA___15,HOTA___20,HOTA___25,HOTA___30,HOTA___35,HOTA___40,HOTA___45,HOTA___50,HOTA___55,HOTA___60,HOTA___65,HOTA___70,HOTA___75,HOTA___80,HOTA___85,HOTA___90,HOTA___95,HOTA___AUC,DetA___5,DetA___10,DetA___15,DetA___20,DetA___25,DetA___30,DetA___35,DetA___40,DetA___45,DetA___50,DetA___55,DetA___60,DetA___65,DetA___70,DetA___75,DetA___80,DetA___85,DetA___90,DetA___95,DetA___AUC,AssA___5,AssA___10,AssA___15,AssA___20,AssA___25,AssA___30,AssA___35,AssA___40,AssA___45,AssA___50,AssA___55,AssA___60,AssA___65,AssA___70,AssA___75,AssA___80,AssA___85,AssA___90,AssA___95,AssA___AUC,DetRe___5,DetRe___10,DetRe___15,DetRe___20,DetRe___25,DetRe___30,DetRe___35,DetRe___40,DetRe___45,DetRe___50,DetRe___55,DetRe___60,DetRe___65,DetRe___70,DetRe___75,DetRe___80,DetRe___85,DetRe___90,DetRe___95,DetRe___AUC,DetPr___5,DetPr___10,DetPr___15,DetPr___20,DetPr___25,DetPr___30,DetPr___35,DetPr___40,DetPr___45,DetPr___50,DetPr___55,DetPr___60,DetPr___65,DetPr___70,DetPr___75,DetPr___80,DetPr___85,DetPr___90,DetPr___95,DetPr___AUC,AssRe___5,AssRe___10,AssRe___15,AssRe___20,AssRe___25,AssRe___30,AssRe___35,AssRe___40,AssRe___45,AssRe___50,AssRe___55,AssRe___60,AssRe___65,AssRe___70,AssRe___75,AssRe___80,AssRe___85,AssRe___90,AssRe___95,AssRe___AUC,AssPr___5,AssPr___10,AssPr___15,AssPr___20,AssPr___25,AssPr___30,AssPr___35,AssPr___40,AssPr___45,AssPr___50,AssPr___55,AssPr___60,AssPr___65,AssPr___70,AssPr___75,AssPr___80,AssPr___85,AssPr___90,AssPr___95,AssPr___AUC,LocA___5,LocA___10,LocA___15,LocA___20,LocA___25,LocA___30,LocA___35,LocA___40,LocA___45,LocA___50,LocA___55,LocA___60,LocA___65,LocA___70,LocA___75,LocA___80,LocA___85,LocA___90,LocA___95,LocA___AUC,OWTA___5,OWTA___10,OWTA___15,OWTA___20,OWTA___25,OWTA___30,OWTA___35,OWTA___40,OWTA___45,OWTA___50,OWTA___55,OWTA___60,OWTA___65,OWTA___70,OWTA___75,OWTA___80,OWTA___85,OWTA___90,OWTA___95,OWTA___AUC,HOTA_TP___5,HOTA_TP___10,HOTA_TP___15,HOTA_TP___20,HOTA_TP___25,HOTA_TP___30,HOTA_TP___35,HOTA_TP___40,HOTA_TP___45,HOTA_TP___50,HOTA_TP___55,HOTA_TP___60,HOTA_TP___65,HOTA_TP___70,HOTA_TP___75,HOTA_TP___80,HOTA_TP___85,HOTA_TP___90,HOTA_TP___95,HOTA_TP___AUC,HOTA_FN___5,HOTA_FN___10,HOTA_FN___15,HOTA_FN___20,HOTA_FN___25,HOTA_FN___30,HOTA_FN___35,HOTA_FN___40,HOTA_FN___45,HOTA_FN___50,HOTA_FN___55,HOTA_FN___60,HOTA_FN___65,HOTA_FN___70,HOTA_FN___75,HOTA_FN___80,HOTA_FN___85,HOTA_FN___90,HOTA_FN___95,HOTA_FN___AUC,HOTA_FP___5,HOTA_FP___10,HOTA_FP___15,HOTA_FP___20,HOTA_FP___25,HOTA_FP___30,HOTA_FP___35,HOTA_FP___40,HOTA_FP___45,HOTA_FP___50,HOTA_FP___55,HOTA_FP___60,HOTA_FP___65,HOTA_FP___70,HOTA_FP___75,HOTA_FP___80,HOTA_FP___85,HOTA_FP___90,HOTA_FP___95,HOTA_FP___AUC,Dets,GT_Dets,IDs,GT_IDs
ai_challenge-03,0.6025015853621469,0.7479231481090871,0.45062488246477284,0.6025015853621469,0.6021088029968905,0.6018341699368153,0.6011611336909847,0.6005308256828351,0.5998203554440726,0.5985189055940984,0.5814150556202374,0.5336327529545248,0.5219908425131112,0.5178767676282204,0.5148145092048102,0.5105278322493376,0.4986579606026529,0.4772610448116899,0.4353611422700325,0.35499668646389926,0.28590542146929415,0.03573032065791833,0.4986655850080827,0.6740301232314012,0.6718935180964536,0.6705989524026418,0.6673333939449041,0.6643071059079771,0.6615928241369937,0.6577627118644068,0.597891435044001,0.5075215782983971,0.4668266346730654,0.4500098833761613,0.436550211499295,0.424001242380712,0.3863249801564803,0.335056237032723,0.29806058890147225,0.22268151210080672,0.13487422259352083,0.017928507992895203,0.4708024033491741,0.5385637048735818,0.5395721210013289,0.5401206888346887,0.5415504632913173,0.5428773369846578,0.5438155398290027,0.5446111095871953,0.565392723642221,0.5610873058453452,0.5836737225980494,0.5959787914810519,0.607109954150641,0.6147120372519558,0.6436543698822625,0.6798205188238299,0.6359087086864816,0.5659322420232993,0.6060602867894601,0.07120814597754506,0.5537710406081008,0.6838936741687506,0.6825970176900991,0.6818097619709178,0.6798184680929888,0.6779661016949152,0.6762989719366491,0.6739372047791053,0.6355469111790312,0.5718255070853014,0.5405668241178105,0.5271371677317773,0.5161618968231916,0.505742335834028,0.473325923867741,0.42627581735667314,0.39001574511438364,0.309345188478281,0.2018616282300639,0.029915717328887655,0.5202127296568735,0.9790506496950411,0.9771943781490321,0.9760673561389552,0.9732166534075842,0.9705648369132857,0.9681782020684169,0.9647971360381862,0.9098382391938478,0.8186157517899761,0.7738663484486874,0.7546406788650225,0.7389286661363034,0.7240121983558738,0.6776054097056484,0.6102492707504641,0.5583399628745691,0.4428533545478653,0.2889817024661893,0.042826836382922305,0.744727770101467,0.5385802218564084,0.539588580375667,0.5401376400341461,0.5415654750135606,0.5428933313813429,0.5439216046449918,0.5449432127632764,0.5668518089315985,0.5643175360503463,0.5849917889529308,0.5976704451504415,0.6090403107182853,0.6172758168867686,0.647314972069482,0.6916531564913644,0.671061753131303,0.6056014270923467,0.6400322308393963,0.12375193261310245,0.5637470128945662,0.9936446205779945,0.9940200731280829,0.9938999668030479,0.9942596776828427,0.9941218560892103,0.9942794680274212,0.9929100269274297,0.9808743538407817,0.9584894386713393,0.9807392539287234,0.9826720467953267,0.9869460695450024,0.9755326004955676,0.9508702986093799,0.9554218230579404,0.9167931180530233,0.8093392833996056,0.7530214213344237,0.14902885442486616,0.9135191711258953,0.7479231481090871,0.7492119750647843,0.749926209819871,0.751605937226511,0.7530364201358625,0.7542164553087694,0.7556951153907452,0.7784567883423151,0.8174633748777514,0.8378096559268118,0.8457932383462954,0.8516068049337278,0.8561981959303967,0.868249606183988,0.8841923942806252,0.8942685352989176,0.9112090424720097,0.9307644694071846,0.958868107442967,0.8261313407630853,0.606893986541248,0.6068857558257801,0.6068439323993833,0.6067586063252434,0.6066732496608082,0.6064502374552494,0.6058330536433626,0.5994444086935111,0.5664309606511106,0.5617069080453324,0.5605020715122552,0.5597919484189066,0.5575714318229532,0.5519586028644092,0.5383224380587026,0.498010450536014,0.41841177812608676,0.3497718060348774,0.04615455304277582,0.529179798929369,14768.0,14740.0,14723.0,14680.0,14640.0,14604.0,14553.0,13724.0,12348.0,11673.0,11383.0,11146.0,10921.0,10221.0,9205.0,8422.0,6680.0,4359.0,646.0,11233.473684210527,6826.0,6854.0,6871.0,6914.0,6954.0,6990.0,7041.0,7870.0,9246.0,9921.0,10211.0,10448.0,10673.0,11373.0,12389.0,13172.0,14914.0,17235.0,20948.0,10360.526315789473,316.0,344.0,361.0,404.0,444.0,480.0,531.0,1360.0,2736.0,3411.0,3701.0,3938.0,4163.0,4863.0,5879.0,6662.0,8404.0,10725.0,14438.0,3850.5263157894738,15084,21594,833,56
COMBINED,0.6025015853621469,0.7479231481090871,0.45062488246477284,0.6025015853621469,0.6021088029968905,0.6018341699368153,0.6011611336909847,0.6005308256828351,0.5998203554440726,0.5985189055940984,0.5814150556202374,0.5336327529545248,0.5219908425131112,0.5178767676282204,0.5148145092048102,0.5105278322493376,0.4986579606026529,0.4772610448116899,0.4353611422700325,0.35499668646389926,0.28590542146929415,0.03573032065791833,0.4986655850080827,0.6740301232314012,0.6718935180964536,0.6705989524026418,0.6673333939449041,0.6643071059079771,0.6615928241369937,0.6577627118644068,0.597891435044001,0.5075215782983971,0.4668266346730654,0.4500098833761613,0.436550211499295,0.424001242380712,0.3863249801564803,0.335056237032723,0.29806058890147225,0.22268151210080672,0.13487422259352083,0.017928507992895203,0.4708024033491741,0.5385637048735818,0.5395721210013289,0.5401206888346887,0.5415504632913173,0.5428773369846578,0.5438155398290027,0.5446111095871953,0.565392723642221,0.5610873058453452,0.5836737225980494,0.5959787914810519,0.607109954150641,0.6147120372519558,0.6436543698822625,0.6798205188238299,0.6359087086864816,0.5659322420232993,0.6060602867894601,0.07120814597754506,0.5537710406081008,0.6838936741687506,0.6825970176900991,0.6818097619709178,0.6798184680929888,0.6779661016949152,0.6762989719366491,0.6739372047791053,0.6355469111790312,0.5718255070853014,0.5405668241178105,0.5271371677317773,0.5161618968231916,0.505742335834028,0.473325923867741,0.42627581735667314,0.39001574511438364,0.309345188478281,0.2018616282300639,0.029915717328887655,0.5202127296568735,0.9790506496950411,0.9771943781490321,0.9760673561389552,0.9732166534075842,0.9705648369132857,0.9681782020684169,0.9647971360381862,0.9098382391938478,0.8186157517899761,0.7738663484486874,0.7546406788650225,0.7389286661363034,0.7240121983558738,0.6776054097056484,0.6102492707504641,0.5583399628745691,0.4428533545478653,0.2889817024661893,0.042826836382922305,0.744727770101467,0.5385802218564084,0.539588580375667,0.5401376400341461,0.5415654750135606,0.5428933313813429,0.5439216046449918,0.5449432127632764,0.5668518089315985,0.5643175360503463,0.5849917889529308,0.5976704451504415,0.6090403107182853,0.6172758168867686,0.647314972069482,0.6916531564913644,0.671061753131303,0.6056014270923467,0.6400322308393963,0.12375193261310245,0.5637470128945662,0.9936446205779945,0.9940200731280829,0.9938999668030479,0.9942596776828427,0.9941218560892103,0.9942794680274212,0.9929100269274297,0.9808743538407817,0.9584894386713393,0.9807392539287234,0.9826720467953267,0.9869460695450024,0.9755326004955676,0.9508702986093799,0.9554218230579404,0.9167931180530233,0.8093392833996056,0.7530214213344237,0.14902885442486616,0.9135191711258953,0.7479231481090871,0.7492119750647843,0.749926209819871,0.751605937226511,0.7530364201358625,0.7542164553087694,0.7556951153907452,0.7784567883423151,0.8174633748777514,0.8378096559268118,0.8457932383462954,0.8516068049337278,0.8561981959303967,0.868249606183988,0.8841923942806252,0.8942685352989176,0.9112090424720097,0.9307644694071846,0.958868107442967,0.8261313407630853,0.606893986541248,0.6068857558257801,0.6068439323993833,0.6067586063252434,0.6066732496608082,0.6064502374552494,0.6058330536433626,0.5994444086935111,0.5664309606511106,0.5617069080453324,0.5605020715122552,0.5597919484189066,0.5575714318229532,0.5519586028644092,0.5383224380587026,0.498010450536014,0.41841177812608676,0.3497718060348774,0.04615455304277582,0.529179798929369,14768.0,14740.0,14723.0,14680.0,14640.0,14604.0,14553.0,13724.0,12348.0,11673.0,11383.0,11146.0,10921.0,10221.0,9205.0,8422.0,6680.0,4359.0,646.0,11233.473684210527,6826.0,6854.0,6871.0,6914.0,6954.0,6990.0,7041.0,7870.0,9246.0,9921.0,10211.0,10448.0,10673.0,11373.0,12389.0,13172.0,14914.0,17235.0,20948.0,10360.526315789473,316.0,344.0,361.0,404.0,444.0,480.0,531.0,1360.0,2736.0,3411.0,3701.0,3938.0,4163.0,4863.0,5879.0,6662.0,8404.0,10725.0,14438.0,3850.5263157894738,15084,21594,833,56
